MODEL|TYPECODE
BOEING 747-4R7F|B744
BOEING 747-83QF|B748
BOEING 747-867F|B748
BOEING 747-89L|B748
BOEING 747-8R7F|B748
BOEING 757 208/W|B752
BOEING 757 225F|B752
BOEING 757 230|B752
BOEING 757 236F|B752
BOEING 757 23A|B752
BOEING 757 23N/W|B752
BOEING 757 256F|B752
BOEING 757 28A|B752
BOEING 757 28A/W|B752
BOEING 757 2Q8/W|B752
BOEING 757 2Q8PCF/W|B752
BOEING 757 330/W|B753
BOEING 757-200(F)|B752
BOEING 757-204|B752
BOEING 757-21B|B752
BOEING 757-223|B752
BOEING 757-232(SF)|B752
BOEING 757-236|B752
BOEING 757-23A|B752
BOEING 757-23APF|B752
BOEING 757-23N|B752
BOEING 757-256|B752
BOEING 757-27B|B752
BOEING 757-28A|B752
BOEING 757-2G5|B752
BOEING 757-2K2|B752
BOEING 757-2Q8|B752
BOEING 757-2T7|B752
BOEING 757-2Y0|B752
BOEING 757-308|B753
BOEING 757-330|B753
BOEING 757-3CQ|B753
BOEING 767 224ER|B762
BOEING 767 306ER|B763
BOEING 767 319ER|B763
BOEING 767 319ER/W|B763
BOEING 767 31AER|B763
BOEING 767 31KER/W|B763
BOEING 767 322ER/W|B763
BOEING 767 330ER|B763
BOEING 767 330ER/W|B763
BOEING 767 336ER|B763
BOEING 767 33AER|B763
BOEING 767 33AER/W|B763
BOEING 767 33PER|B763
BOEING 767 3Q8ER|B763
BOEING 767 3X2ER|B763
BOEING 767 3Y0ER|B763
BOEING 767-304|B763
BOEING 767-316(ER)|B763
BOEING 767-319(ER)|B763
BOEING 767-31K|B763
BOEING 767-324|B763
BOEING 767-336|B763
BOEING 767-338(BDSF)|B763
BOEING 767-35H|B763
BOEING 767-36N|B763
BOEING 767-3BG|B763
BOEING 767-3JHF|B763
BOEING 767-3P6(ER)|B763
BOEING 777 206ER|B772
BOEING 777 212ER|B772
BOEING 777 21BER|B772
BOEING 777 21HLR|B77L
BOEING 777 222ER|B772
BOEING 777 228ER|B772
BOEING 777 237LR|B77L
BOEING 777 268ER|B772
BOEING 777 28EER|B772
BOEING 777 2DZLR|B77L
BOEING 777 2FBLR|B77L
BOEING 777 2H6ER|B772
BOEING 777 300ER|B77W
BOEING 777 306ER|B77W
BOEING 777 309ER|B77W
BOEING 777 312ER|B77W
BOEING 777 31H|B773
BOEING 777 31HER|B773
BOEING 777 328ER|B77W
BOEING 777 35EER|B773
BOEING 777 35RER|B77W
BOEING 777 367ER|B77W
BOEING 777 36NER|B77W
BOEING 777 39LER|B77W
BOEING 777 39PER|B77W
BOEING 777 3ALER|B77W
BOEING 777 3DZER|B77W
BOEING 777 3E9ER|B77W
BOEING 777 3F2ER|B77W
BOEING 777 F1B|B77L
BOEING 777 F1H|B77L
BOEING 777 F6N|B77L
BOEING 777 FB5|B77L
BOEING 777 FBT|B77L
BOEING 777 FFG|B77L
BOEING 777 FFX|B77L
BOEING 777 FHT|B77L
BOEING 777 FZN|B77L
BOEING 777-206(ER)|B772
BOEING 777-212|B772
BOEING 777-222|B772
BOEING 777-236|B772
BOEING 777-240(LR)|B77L
BOEING 777-243|B772
BOEING 777-258(ER)|B772
BOEING 777-260(LR)|B77L
BOEING 777-2FB(LR)|B77L
BOEING 777-2Q8|B772
BOEING 777-300(ER)|B77W
BOEING 777-306(ER)|B77W
BOEING 777-312|B773
BOEING 777-31BER|B77W
BOEING 777-31H(ER)|B77W
BOEING 777-31HER|B77W
BOEING 777-328(ER)|B77W
BOEING 777-336ER|B77W
BOEING 777-337(ER)|B77W
BOEING 777-35E(ER)|B77W
BOEING 777-360(ER)|B77W
BOEING 777-367(ER)|B77W
BOEING 777-368(ER)|B77W
BOEING 777-36N(ER)|B77W
BOEING 777-36NER|B77W
BOEING 777-39L(ER)|B77W
BOEING 777-39LER|B77W
BOEING 777-39P(ER)|B77W
BOEING 777-39PER|B77W
BOEING 777-3B5(ER)|B77W
BOEING 777-3B5ER|B77W
BOEING 777-3F2(ER)|B77W
BOEING 777-3F6(ER)|B77W
BOEING 777-3FG(ER)|B77W
BOEING 777-3FGER|B77W
BOEING 777-3FX(ER)|B77W
BOEING 777-3M0(ER)|B77W
BOEING 777F|B77L
BOEING 777-F|B77L
BOEING 777-F6N|B77L
BOEING 777-FB5|B77L
BOEING 777-FBT|B77L
BOEING 777-FDZ|B77L
BOEING 777-FEZ|B77L
BOEING 777-FFT|B77L
BOEING 777-FZN|B77L
BOEING 787 8|B788
BOEING 787 9|B789
BOEING 787-10|B78X
BOEING 787-8|B788
BOEING 787-8 DREAMLINER|B788
BOEING 787-9|B789
BOEING 787-9 DREAMLINER|B789
BOEING A75 STEARMAN|ST75
BOEING A75L300 STEARMAN|ST75
BOEING A75N1 (MODIFIED) STEARMAN|ST75
BOEING A75N1 STEARMAN|ST75
BOEING B-17G FLYING FORTRESS|B17
BOEING B75 STEARMAN|ST75
BOEING B75N1 (MODIFIED) STEARMAN|ST75
BOEING B75N1 STEARMAN|ST75
BOEING C-135FR|C135
BOEING C-17A GLOBEMASTER III|C17
BOEING C-32A|B752
BOEING C-32B|B752
BOEING C-40A|B737
BOEING C-40B|B737
BOEING C-40C|B737
BOEING C-767|B763
BOEING CH-47 CHINOOK|H47
BOEING CHINOOK H47|H47
BOEING E-3A SENTRY|E3CF
BOEING E75 (MODIFIED) STEARMAN|ST75
BOEING E75 STEARMAN|ST75
BOEING E75N1 STEARMAN|ST75
BOEING KC-135R|K35R
BOEING KC-135T|K35R
BOEING KC-767A|B762
BOEING P-8A POSEIDON|P8
BOEING VERTOL     CH-47F CHINOOK|H47
BOEING/JONAS 1B75A|ST75
BOEING/JONES 75|ST75
BOEING-CHINOOK CH-47F|H47
BOEING-MCDONNELL DOUGLAS AH-64D APACHE|H64
BOEING-VERTOL CH-47|H47
BOEING-VERTOL CH-47 CHINOOK|H47
BOEING-VERTOL CH-47F|H47
BOEING-VERTOL CH-47F CHINOOK|H47
BOLINGBROKE MK.IV T BOLINGBROKE|BLEN
BOLKOW BO 105CBS-4|B105
BOLKOW BO 105DB|B105
BOLKOW BO 105DB-4|B105
BOLKOW BO 105DBS-4|B105
BOLKOW BO 207|KL07
BOLKOW BO 208A2 JUNIOR JUNIOR|JUNR
BOLKOW BO 208C JUNIOR JUNIOR|JUNR
BOLKOW BO 209 MONSUN MONSUN|B209
BOLKOW BO 209-160FV MONSUN MONSUN|B209
BOLKOW BO.105P|B105
BOLKOW BO.209 MONSUN 160RV|B209
BOLKOW JUNIOR BO.208C|JUNR
BOMBARDIER BD-700-1A11 GLOBAL 5000|GL5T
BOMBARDIER C SERIES 300|BCS3
BOMBARDIER CHALLENGER 300|CL30
BOMBARDIER CHALLENGER 350|CL35
BOMBARDIER CHALLENGER 601 3A|CL60
BOMBARDIER CHALLENGER 601 3R|CL60
BOMBARDIER CHALLENGER 604|CL60
BOMBARDIER CHALLENGER 605|CL60
BOMBARDIER CHALLENGER 650|CL60
BOMBARDIER CHALLENGER 850|CRJ2
BOMBARDIER CHALLENGER 870|CRJ7
BOMBARDIER CL-600-2B16 CHALLENGER 604|CL60
BOMBARDIER CRJ 1000 EL NG|CRJX
BOMBARDIER CRJ 1000 NG|CRJX
BOMBARDIER CRJ 100ER|CRJ1
BOMBARDIER CRJ 100LR|CRJ1
BOMBARDIER CRJ 200ER|CRJ2
BOMBARDIER CRJ 200LR|CRJ2
BOMBARDIER CRJ 700|CRJ7
BOMBARDIER CRJ 900 ER|CRJ9
BOMBARDIER CRJ 900 ER NG|CRJ9
BOMBARDIER CRJ 900 LR NG|CRJ9
BOMBARDIER DHC-8 315|DH8C
BOMBARDIER DHC-8 402|DH8D
BOMBARDIER DHC-8 402 NG|DH8D
BOMBARDIER E-11A|GLEX
BOMBARDIER GLOBAL 5000|GL5T
BOMBARDIER GLOBAL 6000|GLEX
BOMBARDIER GLOBAL EXPRESS|GLEX
BOMBARDIER GLOBAL EXPRESS XRS|GLEX
BOMBARDIER LEARJET 31 A|LJ31
BOMBARDIER LEARJET 40 XR|LJ40
BOMBARDIER LEARJET 45|LJ45
BOMBARDIER LEARJET 45 XR|LJ45
BOMBARDIER LEARJET 60|LJ60
BOMBARDIER LEARJET 60 XR|LJ60
BOMBARDIER LEARJET 75|LJ75
BONANZA 35|BE35
BONANZA A35|BE35
BONANZA A36|BE36
BONANZA A36AT|BE36
BONANZA A36TC|BE36
BONANZA A36TP|BE36
BONANZA B35|BE35
BONANZA B36TC|BE36
BONANZA C35|BE35
BONANZA D35|BE35
BONANZA E33|BE33
BONANZA E33A|BE33
BONANZA F33A|BE33
BONANZA F33C|BE33
BONANZA F35|BE35
BONANZA G35|BE35
BONANZA G36|BE36
BONANZA H35|BE35
BONANZA J35|BE35
BONANZA K35|BE35
BONANZA M35|BE35
BONANZA N35|BE35
BONANZA P35|BE35
BONANZA S35|BE35
BONANZA V35|BE35
BONANZA V35A|BE35
BONANZA V35B|BE35
BOOMERANG CA-12|CA19
BOOMERANG MK1|EN28
BOWERS FLY BABY 1A|FB1A
BOWERS FLY BABY 1A/1B|FB1A
BOXER|PARA
BOXER GT|PARA
BOXER L|PARA
BOXER M|PARA
BOXER S|PARA
BOXER XL|PARA
BR.905S FAUVETTE|GLID
BR??NDLI BX-2|BX2
BRANTLY B-2B|BRB2
BREEZER|BREZ
BREEZER 600|BREZ
BREEZER B400 CLUB|BREZ
BREEZER B600|BREZ
BREEZER B600L|BREZ
BREEZER C|BREZ
BREEZER CL|BREZ
BREEZER CR|BREZ
BREEZER LSA|BREZ
BREEZER UL|BREZ
BREEZY RLU-1|RLU1
BREGUET 905 S FAUVETTE|GLID
BREGUET ATLANTIC ??|ATLA
BRIGADYR L-60|L60
BRIGADYR L-60 S|L60
BRIGADYR L-60 SF|L60
BRISTELL|NG5
BRISTELL ELSA|NG5
BRISTELL LSA|NG5
BRISTELL NG 5|NG5
BRISTELL NG5|NG5
BRISTELL NG5 SPEED WING|NG5
BRISTELL S-LSA|NG5
BRISTELL UL|NG5
BRISTELL XL8 UL|NG5
BRISTOL F2B|BFIT
BRITISH AEROSPACE 125 1000B|H25C
BRITISH AEROSPACE 125 800A|H25B
BRITISH AEROSPACE 125 800B|H25B
BRITISH AEROSPACE ATP|ATP
BRITISH AEROSPACE JETSTREAM 32-01EP|JS32
BRITTEN-NORMAN ISLANDER BN-2A-21|BN2P
BRITTEN-NORMAN ISLANDER BN-2A-6|BN2P
BRITTEN-NORMAN ISLANDER BN-2B-27|BN2P
BROUSSARD MH 1521|BROU
BROUSSARD MH 1521M|BROU
BRUCE NAISH 1 PLACE|GYRO
BS-1 BJORN STENDER|GLID
BT-13|VALI
BT-13 VALIANT|VALI
BT-13A|VALI
BT-13A VALIANT|VALI
BT-13B|VALI
BT-13B (SNV-2)|VALI
BT-15|VALI
BT-15 VALIANT|VALI
BUCCANEER LA-4-200|LA4
BUCCANEER S2B BUCCANEER|BUC
BUCHON HA-1112|ME09
BUCHON HA-1112 M1L|ME09
BUCKAROO|T35
BUCKER BU133C JUNGMEISTER|BU33
BUCKER BU181C BESTMANN BESTMANN|BU81
BULLDOG|PARA
BULLDOG SERIES 100 MODEL 101 BULLDOG|BDOG
BULLDOG SERIES 120 MODEL 121 BULLDOG|BDOG
BULLDOG SERIES 120 MODEL 1210 BULLDOG|BDOG
BULLDOG SERIES 120 MODEL 122 BULLDOG|BDOG
BULLDOG SERIES 120 MODEL 124 BULLDOG|BDOG
BULLDOG SERIES 120 MODEL 125 BULLDOG|BDOG
BULLDOG SERIES 120 MODEL 128 BULLDOG|BDOG
BULLDOG SK-61C|BDOG
BULLDOG SK-61D|BDOG
BULLDOG T.1|BDOG
BX-2 CHERRY|C150
C 42 B|C42
C 90 A|BE9L
C SERIES 300|BCS3
C.30S EDELWEISS|GLID
C.3603|C365
C.3605|C365
C.800 EPERVIER|GLID
C.A.S.A.1.131-E SERIE 2000|BU31
C101 A PEGASE|GLID
C101 AP PEGASE|GLID
C101 B PEGASE|GLID
C101 D PEGASE|GLID
C-117D SUPER|DC3S
C-118 B|DC6
C-118A|DC6
C-12|BE20
C-123K|C123
C-12C|BE20
C-12C HURON|BE20
C-12D HURON|BE20
C-12D-1 HURON|BE20
C-12F HURON|BE20
C-12F-3 HURON|BE20
C-12J|B190
C-12L HURON|BE20
C-12R HURON|BE20
C-12R+ HURON|BE20
C-12R-1 HURON|BE20
C-12T HURON|BE20
C-12T-2 HURON|BE20
C-12T-3 HURON|BE20
C-12U HURON|BE20
C-12U-2 HURON|BE20
C-12U-3 HURON|BE20
C-12V HURON|BE20
C-12V-1 HURON|BE20
C-130A|C130
C-130A HERCULES|C130
C-130B HERCULES|C130
C-130BZ HERCULES|C130
C-130E HERCULES|C130
C-130H HERCULES|C130
C-130H HERCULES TP84|C130
C-130H-30 HERCULES|C130
C-130J HERCULES|C30J
C-130J HERCULES C.5|C30J
C-130J-30|C30J
C-130J-30 HERCULES|C30J
C-130J-30 HERCULES C.4|C30J
C-130K HERCULES|C130
C-130M HERCULES|C130
C-130R HERCULES|C130
C-130T HERCULES|C130
C-131B|CVLP
C-131F|CVLP
C-135FR|C135
C-135RG|C135
C-145 AIRMASTER|CMAS
C-146A|D328
C15 D DELTA JET|ULAC
C172|C172
C-17A GLOBEMASTER III|C17
C18S|BE18
C18S (BEECH)|BE18
C201 B MARIANNE|GLID
C201 B1 MARIANNE|GLID
C-20B|GLF3
C-20D|GLF3
C-20G|GLF4
C-20H|GLF4
C-212 A10|C212
C-212 AVIOCAR 100|C212
C-212 AVIOCAR 200|C212
C-212 AVIOCAR 300|C212
C-212 AVIOCAR 400|C212
C-212 AVIOCAR 400MP|C212
C-212-CC|C212
C-212-CC-15 AVIOCAR|C212
C-212-CD|C212
C-212-CD-51|C212
C-212-DF|C212
C-21A|LJ35
C22|ULAC
C22 FOX|ULAC
C22 FOX B|ULAC
C22 FOX C|ULAC
C22 FOX II|ULAC
C23|BE23
C-23A|SH33
C-23B SHERPA|SH33
C-23B+|SH33
C-23C|SH33
C23D|SH33
C24R|BE24
C-26A METRO|SW4
C-26B METRO|SW4
C-26D METRO|SW4
C-27J|C27J
C-27J SPARTAN|C27J
C-295 C-105|C295
C-295 M|C295
C-295 MPA|C295
C-295 SC-105|C295
C-295 W|C295
C-295M|C295
C-2A GREYHOUND|C2
C-32A|B752
C-32B|B752
C-34|CMAS
C-3605|C365
C-37A|GLF5
C-38A|ASTR
C4|FDCT
C404|C404
C-40A|B737
C-40B|B737
C-40C|B737
C42|C42
C42 A|C42
C42 B|C42
C42 B CYCLONE|C42
C42 C|C42
C42 CYCLONE|C42
C42 E|C42
C-45|BE18
C-45F|BE18
C-45G|BE18
C-45H|BE18
C-45J|BE18
C-46A|C46
C46A-45CU (CURTISS-WRIGHT)|C46
C-46D|C46
C46D (CURTISS-WRIGHT)|C46
C-46F|C46
C-46R|C46
C-47|DC3
C-47A|DC3
C-47B|DC3
C-53C|DC3
C-53D|DC3
C54-D|DC4
C54D-DC|DC4
C54E-DC|DC4
C-54G|DC4
C54G-DC (DOUGLAS)|DC4
C-54Q|DC4
C-5M GALAXY|C5M
C-60|BALL
C-60 CONCEPT HOT AIR BALLOON|BALL
C-60 HOT AIR BALLOON|BALL
C-70 HOT AIR BALLOON|BALL
C-80 CONCEPT HOT AIR BALLOON|BALL
C-80 HOT AIR BALLOON|BALL
C90|BE9L
C-90|BALL
C90 (BEECH)|BE9L
C-90 HOT AIR BALLOON|BALL
C90A|BE9L
C90A (BEECH)|BE9L
C90GT|BE9L
C90GTI|BE9L
C90GTI (BEECH)|BE9L
C-99|BE99
CA 18 MK 22 (MUSTANG P-51D) MUSTANG|P51
CA-12|CA19
CA-16 MK 3|WIRR
CA-18 MK 21|P51
CA-18 MUSTANG MK.21|P51
CA-18 MUSTANG MK.23|P51
CA-25|CA25
CA-7|WIRR
CA-8|WIRR
CABRI G2|CH7
CABRI G2 (GUIMBAL)|G2CA
CADET III MOTOR GLIDER|GLID
CALIDUS|CDUS
CALIDUS (AUTOGYRO)|CDUS
CALIDUS 09|CDUS
CALLAIR A-9 A|A9
CALLAIR B-1 A|CLB1
CAMEL F.1|CAML
CAMERON A-105|BALL
CAMERON A-120|BALL
CAMERON A-140|BALL
CAMERON A-160|BALL
CAMERON A-180|BALL
CAMERON A-210|BALL
CAMERON A-250|BALL
CAMERON A-300|BALL
CAMERON A-315|BALL
CAMERON A-340HL|BALL
CAMERON A-375|BALL
CAMERON A-400|BALL
CAMERON AML-105|BALL
CAMERON AS-105 GD|SHIP
CAMERON BALL-70|BALL
CAMERON BARREL-60|BALL
CAMERON BEAR-72|BALL
CAMERON BEARSKIN-100|BALL
CAMERON BERTIE BASSETT-90 SPECIAL|BALL
CAMERON BOWLER-90|BALL
CAMERON BRADFORD AND BINGLEY -90|BALL
CAMERON BUDDY-90|BALL
CAMERON BULB-65|BALL
CAMERON BUS-90|BALL
CAMERON C-100|BALL
CAMERON C-60|BALL
CAMERON C-70|BALL
CAMERON C-80|BALL
CAMERON C-90|BALL
CAMERON CABIN|BALL
CAMERON CAN-70|BALL
CAMERON CARROTS-80|BALL
CAMERON CHATEAU-84|BALL
CAMERON CLOWN|BALL
CAMERON CLUB-90|BALL
CAMERON COOLING TOWER|BALL
CAMERON CUBE-105|BALL
CAMERON D-77|SHIP
CAMERON DOLL-105|BALL
CAMERON DRAGON|BALL
CAMERON DROP-95|BALL
CAMERON DUDE-90|BALL
CAMERON EAGLE-95|BALL
CAMERON EGG-65|BALL
CAMERON ELEPHANT-77|BALL
CAMERON FROG-90|BALL
CAMERON GB-1000|BALL
CAMERON GOLF-76|BALL
CAMERON GOLLY-31 SPECIAL|BALL
CAMERON GP-65|BALL
CAMERON G-RAIL-90|BALL
CAMERON GRAND ILLUSION|BALL
CAMERON H-20|BALL
CAMERON H-24|BALL
CAMERON H-34|BALL
CAMERON HOUSE-60|BALL
CAMERON LIGHTBULB-110|BALL
CAMERON LIPS-90|BALL
CAMERON LTSB-90|BALL
CAMERON MINION-105|BALL
CAMERON MONSTER TRUCK-105|BALL
CAMERON MONSTER-110|BALL
CAMERON MUG-90|BALL
CAMERON N-105|BALL
CAMERON N-120|BALL
CAMERON N-133|BALL
CAMERON N-145|BALL
CAMERON N-180|BALL
CAMERON N-31|BALL
CAMERON N-42|BALL
CAMERON N-56|BALL
CAMERON N-65|BALL
CAMERON N-77|BALL
CAMERON N-90|BALL
CAMERON O-105|BALL
CAMERON O-120|BALL
CAMERON O-140|BALL
CAMERON O-26|BALL
CAMERON O-31|BALL
CAMERON O-42|BALL
CAMERON O-56|BALL
CAMERON O-65|BALL
CAMERON O-77|BALL
CAMERON O-84|BALL
CAMERON O-90|BALL
CAMERON ORANGE-120|BALL
CAMERON P-20|BALL
CAMERON PARACHUTIST-110|BALL
CAMERON PIG-90|BALL
CAMERON PM-80|BALL
CAMERON POT-90|BALL
CAMERON PRINTER-105|BALL
CAMERON R-90|BALL
CAMERON RTW-120|BALL
CAMERON RX-105|BALL
CAMERON S CAN-100|BALL
CAMERON S-31|BALL
CAMERON SHOE-90|BALL
CAMERON SHOPPING BAG-120|BALL
CAMERON SIGN-90|BALL
CAMERON SPHERE-105|BALL
CAMERON TR-60|BALL
CAMERON TR-70|BALL
CAMERON TR-77|BALL
CAMERON TR-84 S1|BALL
CAMERON TRUCK-56|BALL
CAMERON TUB-80|BALL
CAMERON TV-80|BALL
CAMERON V-20|BALL
CAMERON V-31 AIR CHAIR|BALL
CAMERON V-42|BALL
CAMERON V-56|BALL
CAMERON V-65|BALL
CAMERON V-77|BALL
CAMERON V-90|BALL
CAMERON VAN-110|BALL
CAMERON WATCH-75|BALL
CAMERON WINE BOX-90|BALL
CAMERON Z-105|BALL
CAMERON Z-120|BALL
CAMERON Z-133|BALL
CAMERON Z-140|BALL
CAMERON Z-145|BALL
CAMERON Z-150|BALL
CAMERON Z-160|BALL
CAMERON Z-210|BALL
CAMERON Z-225|BALL
CAMERON Z-250|BALL
CAMERON Z-275|BALL
CAMERON Z-31|BALL
CAMERON Z-315|BALL
CAMERON Z-350|BALL
CAMERON Z-375|BALL
CAMERON Z-400|BALL
CAMERON Z-42|BALL
CAMERON Z-56|BALL
CAMERON Z-69|BALL
CAMERON Z-77|BALL
CAMERON Z-90|BALL
CAMPBELL CRICKET CRICKET|GYRO
CANADAIR CHALLENGER 600 S|CL60
CANADAIR CHALLENGER 601|CL60
CANADAIR CL600-1A11 CHALLENGER 600|CL60
CANADAIR CL600-2B16 (604 VARIANT) CHALLENGER 604|CL60
CANADAIR CL600-2B16 (604 VARIANT) CHALLENGER 605|CL60
CANADAIR CL600-2B16 (VARIANT 601-3A) CHALLENGER|CL60
CANADAIR CL600-2B19 REGIONAL JET|CRJ1
CANBERRA B( I ).8|CNBR
CANBERRA B.6|CNBR
CANBERRA B6 CANBERRA|CNBR
CANBERRA MK.20|CNBR
CANBERRA PR9 CANBERRA|CNBR
CAP 10B|CP10
CAP 10B CAP 10|CP10
CAP 231 CAP 231|CP23
CAP 231EX CAP 231|CP23
CAP 232 CAP 232|CP23
CAP AVIATION CAP-232|CP23
CAP-10|CP10
CAP-10 B|CP10
CAP-10 C|CP10
CAP-20|CP20
CAP-20E|CP20
CAP-20LS 200|CP20
CAP-21|CP21
CAP-231|CP23
CAP-231 EX|CP23
CAP-232|CP23
CAP-4 PAULISTINHA 56C|PAUL
CAP-4 PAULISTINHA 56C-1|PAUL
CAPRONI CALIF A-21S|GLID
CARAT A|TFK2
CARAT TFK-2|GLID
CARBON CUB CCK-1865|PA11
CARIBOU DHC-4|DHC4
CARIBOU DHC-4A|DHC4
CARLANATER|UHEL
CARLSON SPARROW II SPARROW II|SPR2
CARMAM JP 15-36AR AIGLON|GLID
CARMAM M100 S|GLID
CARMAM M200 FOEHN|GLID
CASA 1-131E SERIES 1000 JUNGMANN|BU31
CASA 1-131E SERIES 2000 JUNGMANN|BU31
CASA 1-131-E3B JUNGMANN|BU31
CASA 1-133 JUNGMEISTER|BU33
CASA 352 A-3|JU52
CASA 352L|JU52
CASA C-295 M|C295
CASA CN-235 300M|CN35
CASA JUNGMANN 1-131E|BU31
CASA-212-200|C212
CASA-352-L|JU52
CASSUTT RACER|CASS
CASSUTT RACER IIIM|CASS
CASTEL C-25 S|GLID
CAT AVIATION-A|UHEL
CATALINA CANSO A|CAT
CATALINA PBY-6A|CAT
CAUDRON G.3|CG3
CAUDRON G-3|CG3
CAVALON|CLON
CAVALON (AUTOGYRO)|CLON
CC11 160|PA11
CC11-160|PA11
CC-130H HERCULES|C130
CC-130H-30 HERCULES|C130
CC-130J-30 HERCULES|C30J
CC-150 304/MRTT|A310
CC-177 GLOBEMASTER III|C17
CCK-1865|PA11
CCX-2000|AS55
CCX-2300|B230
CE 43|CE43
CE.172N SKYHAWK II|C172
CE.43 GUEPARD|CE43
CEA DR 1050|DR10
CEA DR 1050 M1|DR10
CEA DR 1051|DR10
CEA DR 1051 M|DR10
CEA DR 220|DR22
CEA DR 221|DR22
CEA DR 221 (MODIFIED)|DR22
CEA DR 300/180 R|DR30
CEA DR 340|DR30
CEA DR 380|DR30
CEA DR220|DR22
CEA DR220AB|DR22
CEA DR221 (MODIFIED) DAUPHIN|DR22
CEA DR221 DAUPHIN|DR22
CEA DR221B DAUPHIN|DR22
CEA DR253 REGENT|D253
CEA DR253B REGENT|D253
CEA DR300/140|DR30
CEA DR300/180R|DR30
CEA DR315 (MODIFIED) PETIT PRINCE|DR30
CEA DR315 PETIT PRINCE|DR30
CEA DR340 MAJOR|DR30
CEA DR360 CHEVALIER|DR30
CEA DR400/120 PETIT PRINCE|DR40
CEA DR400/140 MAJOR|DR40
CEA DR400/140B MAJOR|DR40
CEA DR400/160 CHEVALIER|DR40
CEA DR400/180 REGENT|DR40
CEA DR400/180R REMORQUEUR|DR40
CEA DR400/2+2 DAUPHIN|DR40
CELEBRITY|CLBR
CELSTAR GA-1|GLID
CENTRAIR 101 PEGASE|GLID
CENTRAIR 101A|GLID
CENTRAIR 101AP|GLID
CENTRAIR 101B|GLID
CENTRAIR 201B|GLID
CENTRAIR ASW 20F|GLID
CENTRAIR ASW 20FL|GLID
CENTRAIR SNC 34 C ALLIANCE|GLID
CERVA CE.43 GUEPARD|CE43
CESSNA 120|C120
CESSNA 140|C140
CESSNA 140A|C140
CESSNA 150A|C150
CESSNA 150D|C150
CESSNA 150E|C150
CESSNA 150F|C150
CESSNA 150G|C150
CESSNA 150H|C150
CESSNA 150J|C150
CESSNA 150K|C150
CESSNA 150L|C150
CESSNA 150M|C150
CESSNA 152|C152
CESSNA 170A|C170
CESSNA 170B|C170
CESSNA 172|C172
CESSNA 172B SKYHAWK|C172
CESSNA 172C SKYHAWK|C172
CESSNA 172D SKYHAWK|C172
CESSNA 172E SKYHAWK|C172
CESSNA 172F SKYHAWK|C172
CESSNA 172H SKYHAWK|C172
CESSNA 172K SKYHAWK|C172
CESSNA 172L SKYHAWK|C172
CESSNA 172M SKYHAWK|C172
CESSNA 172N|C172
CESSNA 172N SKYHAWK|C172
CESSNA 172P|C172
CESSNA 172P SKYHAWK|C172
CESSNA 172Q CUTLASS|C172
CESSNA 172R|C172
CESSNA 172R SKYHAWK|C172
CESSNA 172RG|C72R
CESSNA 172RG CUTLASS RG|C72R
CESSNA 172S|C172
CESSNA 172S SKYHAWK|C172
CESSNA 172S SKYHAWK SP|C172
CESSNA 175 SKYLARK|C175
CESSNA 175A (MODIFIED) SKYLARK|C175
CESSNA 175B (MODIFIED) SKYLARK|C175
CESSNA 175B SKYLARK|C175
CESSNA 175C SKYLARK|C175
CESSNA 177 CARDINAL|C177
CESSNA 177 CARDINAL RG|C77R
CESSNA 177A CARDINAL|C177
CESSNA 177B CARDINAL|C177
CESSNA 177RG CARDINAL RG|C77R
CESSNA 180|C180
CESSNA 180F|C180
CESSNA 180K SKYWAGON|C180
CESSNA 182A SKYLANE|C182
CESSNA 182B SKYLANE|C182
CESSNA 182C SKYLANE|C182
CESSNA 182F SKYLANE|C182
CESSNA 182G SKYLANE|C182
CESSNA 182H SKYLANE|C182
CESSNA 182J SKYLANE|C182
CESSNA 182K SKYLANE|C182
CESSNA 182L SKYLANE|C182
CESSNA 182M SKYLANE|C182
CESSNA 182N SKYLANE|C182
CESSNA 182P SKYLANE|C182
CESSNA 182Q SKYLANE|C182
CESSNA 182R SKYLANE|C182
CESSNA 182S SKYLANE|C182
CESSNA 182T SKYLANE|C182
CESSNA 185A SKYWAGON|C185
CESSNA 185B SKYWAGON|C185
CESSNA 190 (MODIFIED)|C190
CESSNA 195A (MODIFIED)|C195
CESSNA 207 SKY WAGON|C207
CESSNA 207A SKYWAGON|C207
CESSNA 208|C208
CESSNA 208 A|C208
CESSNA 208 B|C208
CESSNA 208 CARAVAN|C208
CESSNA 208 CARAVAN I|C208
CESSNA 208 EX|C208
CESSNA 208B GRAND CARAVAN|C208
CESSNA 210-5 (205)|C205
CESSNA 210B|C210
CESSNA 210D CENTURION|C210
CESSNA 210K TURBO CENTURION|C210
CESSNA 210L CENTURION|C210
CESSNA 210L TURBO CENTURION|C210
CESSNA 210M CENTURION|C210
CESSNA 210M TURBO CENTURION|C210
CESSNA 210N|C210
CESSNA 210N CENTURION|C210
CESSNA 210N TURBO CENTURION|C210
CESSNA 305A BIRD DOG|O1
CESSNA 305C BIRD DOG|O1
CESSNA 310L|C310
CESSNA 310Q|C310
CESSNA 310R|C310
CESSNA 310R TURBO|C310
CESSNA 340|C340
CESSNA 340A|C340
CESSNA 400 LC41-550FG|COL4
CESSNA 401|C402
CESSNA 402B|C402
CESSNA 402B UTILILINER|C402
CESSNA 402C|C402
CESSNA 404 TITAN|C404
CESSNA 414|C414
CESSNA 414A CHANCELLOR|C414
